brand_model,city,model,mileage_in_km,engine_in_cc,Transmission,price_in_lacs,brand_model_age,price_type,mileage_category,engine_mileage_interaction
Toyota Prius,Rawalpindi,2011,185000,1800.0,Automatic,45.5,13,Premium,Medium,333000000.0
Daihatsu Hijet,Lahore,2018,133000,660.0,Automatic,13.8,6,Budget,Medium,87780000.0
Suzuki Mehran,Lahore,2013,70483,796.0,Manual,11.0,11,Budget,Low,56104468.0
Toyota Corolla,Karachi,2000,100000,1300.0,Manual,17.5,24,Budget,Low,130000000.0
Toyota Passo,Rawalpindi,2010,92000,1000.0,Automatic,25.2,14,Mid Range,Low,92000000.0
Haval Jolion,Islamabad,2024,2400,1500.0,Automatic,83.5,0,Luxury,Low,3600000.0
Honda City,Lahore,2017,131000,1300.0,Manual,33.2,7,Mid Range,Medium,170300000.0
Suzuki Mehran,Karachi,2018,86000,800.0,Manual,13.2,6,Budget,Low,68800000.0
Adam Revo,Peshawar,2006,90000,660.0,Automatic,5.6,18,Budget,Low,59400000.0
Daihatsu Cast,Lahore,2018,63400,660.0,Automatic,27.0,6,Mid Range,Low,41844000.0
Hyundai Santro,Islamabad,2005,123000,1100.0,Manual,9.9,19,Budget,Medium,135300000.0
Nissan Dayz,Sialkot,2020,82000,660.0,Automatic,27.0,4,Mid Range,Low,54120000.0
Honda N,Gujranwala,2020,16000,660.0,Automatic,33.0,4,Mid Range,Low,10560000.0
Daihatsu Rocky,Karachi,2020,42000,1000.0,Automatic,52.5,4,Premium,Low,42000000.0
Daihatsu Move,Islamabad,2009,92500,660.0,Automatic,20.8,15,Mid Range,Low,61050000.0
Suzuki Mehran,Rawalpindi,2009,10000,800.0,Manual,8.8,15,Budget,Low,8000000.0
Daihatsu Cuore,Karachi,2000,120150,800.0,Manual,5.2,24,Budget,Medium,96120000.0
Honda Vezel,Lahore,2018,52000,1500.0,Automatic,75.5,6,Luxury,Low,78000000.0
Toyota Premio,Rawalpindi,2006,115000,1800.0,Automatic,34.8,18,Mid Range,Medium,207000000.0
Suzuki Khyber,Lahore,1990,100000,1000.0,Manual,2.6,34,Budget,Low,100000000.0
Toyota Corolla,Narowal,2014,100800,1300.0,Manual,32.0,10,Mid Range,Medium,131040000.0
Honda Civic,Islamabad,1996,120000,1500.0,Manual,9.8,28,Budget,Medium,180000000.0
Nissan Dayz,Gujranwala,2018,34000,660.0,Automatic,31.0,6,Mid Range,Low,22440000.0
Nissan Note,Islamabad,2020,60000,1200.0,Automatic,55.5,4,Premium,Low,72000000.0
Toyota Corolla,Sargodha,1999,195000,2000.0,Manual,17.0,25,Budget,Medium,390000000.0
Suzuki Alto,Rawalpindi,2001,87000,1000.0,Manual,8.2,23,Budget,Low,87000000.0
FAW V2,Rawalpindi,2018,125000,1300.0,Manual,18.5,6,Budget,Medium,162500000.0
Honda City,Sargodha,2013,168000,1500.0,Manual,25.5,11,Mid Range,Medium,252000000.0
Suzuki Liana,Islamabad,2010,110000,1600.0,Automatic,16.0,14,Budget,Medium,176000000.0
Toyota Corolla,Islamabad,2012,120000,1600.0,Automatic,31.9,12,Mid Range,Medium,192000000.0
Daihatsu Mira,Karachi,2021,13400,660.0,Automatic,38.5,3,Mid Range,Low,8844000.0
Toyota Corolla,Karachi,2014,195000,1800.0,Automatic,35.7,10,Mid Range,Medium,351000000.0
Toyota Yaris,Karachi,2024,40,1300.0,Automatic,52.0,0,Premium,Low,52000.0
Honda Civic,Gujrat,2007,170000,1800.0,Automatic,23.0,17,Mid Range,Medium,306000000.0
Toyota Corolla,Dinga,2010,150000,1300.0,Manual,23.8,14,Mid Range,Medium,195000000.0
Suzuki Alto,Rawalpindi,2002,12345,1000.0,Manual,7.5,22,Budget,Low,12345000.0
Honda Civic,Peshawar,1998,12345,1500.0,Manual,8.8,26,Budget,Low,18517500.0
Honda Civic,Lahore,2014,123456,1800.0,Automatic,35.0,10,Mid Range,Medium,222220800.0
Nissan AD,Quetta,2007,1234,1300.0,Automatic,17.5,17,Budget,Low,1604200.0
Suzuki Baleno,Rawalpindi,1998,123456,1300.0,Manual,7.9,26,Budget,Medium,160492800.0
Toyota Corolla,Attock,2011,167500,1300.0,Manual,23.5,13,Mid Range,Medium,217750000.0
Daihatsu Cuore,D.G.Khan,2012,200000,800.0,Manual,10.5,12,Budget,Medium,160000000.0
Suzuki Alto,Karachi,2011,80000,1000.0,Manual,10.6,13,Budget,Low,80000000.0
Changan Alsvin,Lahore,2021,41900,1500.0,Automatic,37.6,3,Mid Range,Low,62850000.0
Suzuki Mehran,Faisalabad,2009,99999,800.0,Manual,6.6,15,Budget,Low,79999200.0
Toyota Vitz,Rawalpindi,2013,130000,1000.0,Automatic,29.9,11,Mid Range,Medium,130000000.0
Honda Civic,Quetta,2022,57000,1500.0,Automatic,80.0,2,Luxury,Low,85500000.0
Toyota Yaris,Karachi,2020,57500,1300.0,Automatic,38.0,4,Mid Range,Low,74750000.0
Honda City,Islamabad,2019,75000,1300.0,Manual,37.5,5,Mid Range,Low,97500000.0
Suzuki Alto,Islamabad,2021,53000,660.0,Automatic,28.0,3,Mid Range,Low,34980000.0
Suzuki Cultus,Islamabad,2021,68510,1000.0,Automatic,35.2,3,Mid Range,Low,68510000.0
Honda City,Lahore,2016,166000,1300.0,Manual,32.8,8,Mid Range,Medium,215800000.0
Toyota Corolla,Bahawalpur,2022,60000,1600.0,Manual,50.0,2,Premium,Low,96000000.0
Suzuki Alto,Abbottabad,2021,32600,660.0,Manual,25.0,3,Mid Range,Low,21516000.0
Honda N,Gujranwala,2020,17500,660.0,Automatic,33.9,4,Mid Range,Low,11550000.0
Honda City,Karachi,2022,27000,1500.0,Automatic,48.0,2,Premium,Low,40500000.0
Suzuki Cultus,Karachi,2019,50600,1000.0,Manual,27.0,5,Mid Range,Low,50600000.0
Suzuki Margalla,Attock,1996,110000,1300.0,Manual,7.5,28,Budget,Medium,143000000.0
Daihatsu Cuore,Lahore,2007,122000,800.0,Manual,13.0,17,Budget,Medium,97600000.0
Suzuki Cultus,Lahore,2007,80000,1000.0,Manual,8.5,17,Budget,Low,80000000.0
Honda Civic,Islamabad,2019,93500,1800.0,Automatic,58.0,5,Premium,Low,168300000.0
Toyota Aqua,Karachi,2015,124873,1500.0,Automatic,41.0,9,Premium,Medium,187309500.0
Suzuki Alto,Karachi,2022,42000,660.0,Manual,22.8,2,Mid Range,Low,27720000.0
Toyota Corolla,Chowha saidan shah,2010,180000,1800.0,Automatic,30.0,14,Mid Range,Medium,324000000.0
Honda Civic,Faisalabad,2018,88000,1800.0,Automatic,52.0,6,Premium,Low,158400000.0
Suzuki Alto,Karachi,2021,80000,660.0,Automatic,27.0,3,Mid Range,Low,52800000.0
Honda Civic,Lahore,1998,115000,1600.0,Automatic,9.5,26,Budget,Medium,184000000.0
Toyota Passo,Attock,2018,53500,1000.0,Automatic,36.8,6,Mid Range,Low,53500000.0
Suzuki Alto,Jhelum,2021,50000,660.0,Manual,23.8,3,Mid Range,Low,33000000.0
Toyota Corolla,Karachi,2016,76000,1300.0,Automatic,35.5,8,Mid Range,Low,98800000.0
Toyota Corolla,Islamabad,2018,100000,1800.0,Automatic,49.8,6,Premium,Low,180000000.0
Suzuki Wagon,Rawalpindi,2019,96000,1000.0,Manual,25.1,5,Mid Range,Low,96000000.0
Toyota Corolla,Karachi,2016,88000,1300.0,Manual,34.0,8,Mid Range,Low,114400000.0
Toyota C-HR,Islamabad,2018,113000,1800.0,Automatic,78.0,6,Luxury,Medium,203400000.0
Mercedes Benz,Sialkot,2007,77000,1800.0,Automatic,70.0,17,Luxury,Low,138600000.0
Suzuki Mehran,Lahore,2015,70000,800.0,Manual,10.8,9,Budget,Low,56000000.0
Suzuki Mehran,Lahore,2012,76000,796.0,Manual,11.5,12,Budget,Low,60496000.0
Suzuki Mehran,Multan,2005,47877,800.0,Manual,7.5,19,Budget,Low,38301600.0
Toyota Prius,Karachi,2007,135000,1500.0,Automatic,27.8,17,Mid Range,Medium,202500000.0
Suzuki Wagon,Peshawar,2017,58000,1000.0,Manual,25.8,7,Mid Range,Low,58000000.0
Daihatsu Move,Karachi,2012,149000,660.0,Automatic,17.8,12,Budget,Medium,98340000.0
Hyundai Santro,Lahore,2009,13000,1100.0,Manual,12.0,15,Budget,Low,14300000.0
Suzuki Khyber,Rawalpindi,2000,176000,1000.0,Manual,7.5,24,Budget,Medium,176000000.0
KIA Stonic,Gujranwala,2022,72500,1400.0,Automatic,51.5,2,Premium,Low,101500000.0
Nissan Dayz,Lahore,2020,93000,660.0,Automatic,32.4,4,Mid Range,Low,61380000.0
Toyota Prius,Peshawar,2011,222207,1800.0,Automatic,42.5,13,Premium,High,399972600.0
Suzuki Bolan,Chishtian,2015,82500,800.0,Manual,10.0,9,Budget,Low,66000000.0
Toyota Prius,Karachi,2009,149000,1800.0,Automatic,37.5,15,Mid Range,Medium,268200000.0
Suzuki Margalla,Jandanwala,1994,144513,1300.0,Manual,7.0,30,Budget,Medium,187866900.0
Suzuki Mehran,Lahore,2017,1234,796.0,Manual,12.5,7,Budget,Low,982264.0
Suzuki Margalla,Faisalabad,1997,20000,1300.0,Manual,6.4,27,Budget,Low,26000000.0
Daihatsu Mira,Karachi,2008,11111,660.0,Automatic,14.0,16,Budget,Low,7333260.0
KIA Pride,Karachi,1996,150000,1100.0,Manual,4.0,28,Budget,Medium,165000000.0
FAW V2,Islamabad,2018,120000,1300.0,Manual,14.3,6,Budget,Medium,156000000.0
Suzuki Mehran,Kotla,2014,96000,796.0,Manual,11.0,10,Budget,Low,76416000.0
Honda Vezel,Islamabad,2019,97000,1500.0,Automatic,70.0,5,Luxury,Low,145500000.0
Daihatsu Mira,Wah cantt,2018,170000,660.0,Automatic,30.0,6,Mid Range,Medium,112200000.0
Honda Civic,Islamabad,2013,130000,1800.0,Automatic,36.0,11,Mid Range,Medium,234000000.0
United Bravo,Islamabad,2019,28000,800.0,Manual,12.5,5,Budget,Low,22400000.0
KIA Sportage,Lahore,2021,52000,2000.0,Automatic,69.0,3,Luxury,Low,104000000.0
Honda Civic,Layyah,2006,127000,1600.0,Manual,17.5,18,Budget,Medium,203200000.0
Nissan Note,Lahore,2018,85000,1200.0,Automatic,39.0,6,Mid Range,Low,102000000.0
Suzuki Alto,Mardan,2011,102000,1000.0,Manual,15.0,13,Budget,Medium,102000000.0
Toyota Corolla,Lahore,2021,56000,1600.0,Automatic,52.0,3,Premium,Low,89600000.0
Honda Civic,Bahawalpur,2019,55000,1800.0,Automatic,55.3,5,Premium,Low,99000000.0
Suzuki Ravi,Mansehra,1994,100000,800.0,Manual,6.2,30,Budget,Low,80000000.0
Suzuki Mehran,Islamabad,2006,12345,800.0,Manual,9.2,18,Budget,Low,9876000.0
Suzuki Alto,Chakwal,2022,31000,660.0,Manual,26.0,2,Mid Range,Low,20460000.0
Suzuki Alto,Hyderabad,2015,85000,660.0,Automatic,23.5,9,Mid Range,Low,56100000.0
Proton Saga,Abbottabad,2021,19000,1300.0,Manual,33.0,3,Mid Range,Low,24700000.0
Suzuki Mehran,Rawalakot,2016,60000,796.0,Manual,14.5,8,Budget,Low,47760000.0
Honda Civic,Peshawar,2008,100000,1800.0,Automatic,22.0,16,Mid Range,Low,180000000.0
Suzuki Cultus,Rawalpindi,2022,36210,1000.0,Manual,33.0,2,Mid Range,Low,36210000.0
Suzuki Alto,Mardan,2011,123456,1000.0,Manual,10.7,13,Budget,Medium,123456000.0
Suzuki Liana,Karachi,2008,1234,1300.0,Manual,11.0,16,Budget,Low,1604200.0
Hyundai Santro,Gujranwala,2008,150000,1000.0,Manual,12.9,16,Budget,Medium,150000000.0
Toyota Yaris,Karachi,2021,78000,1500.0,Automatic,45.5,3,Premium,Low,117000000.0
Suzuki Cultus,Karachi,2007,85000,1000.0,Manual,4.7,17,Budget,Low,85000000.0
Honda Civic,Lahore,2018,71000,1800.0,Automatic,49.5,6,Premium,Low,127800000.0
Honda CR-Z,Islamabad,2012,100000,1500.0,Automatic,34.5,12,Mid Range,Low,150000000.0
Toyota Passo,Wah cantt,2007,150,1000.0,Automatic,21.0,17,Mid Range,Low,150000.0
Toyota Corolla,Jaranwala,2015,195000,1300.0,Automatic,34.0,9,Mid Range,Medium,253500000.0
Suzuki Alto,Islamabad,2022,7200,660.0,Automatic,37.0,2,Mid Range,Low,4752000.0
Suzuki Swift,Islamabad,2012,136000,1300.0,Manual,17.4,12,Budget,Medium,176800000.0
Toyota Corolla,Mandi bahauddin,2014,123456,1300.0,Manual,26.8,10,Mid Range,Medium,160492800.0
Suzuki Mehran,Lahore,2003,50000,800.0,Manual,3.8,21,Budget,Low,40000000.0
Honda City,Talagang,2000,161000,1300.0,Manual,13.5,24,Budget,Medium,209300000.0
Toyota Corolla,Mandi bahauddin,2016,120000,1300.0,Manual,33.0,8,Mid Range,Medium,156000000.0
Suzuki Mehran,Sukkur,2018,45000,796.0,Manual,13.5,6,Budget,Low,35820000.0
Honda N,Lahore,2019,142000,660.0,Automatic,26.2,5,Mid Range,Medium,93720000.0
Suzuki Mehran,Islamabad,2012,100000,800.0,Manual,10.2,12,Budget,Low,80000000.0
Toyota Corolla,Islamabad,2012,47500,1300.0,Manual,39.0,12,Mid Range,Low,61750000.0
Suzuki Mehran,Abdul Hakeem,2013,90000,796.0,Manual,8.8,11,Budget,Low,71640000.0
Daihatsu Thor,Peshawar,2021,47000,1000.0,Automatic,37.0,3,Mid Range,Low,47000000.0
Daihatsu Mira,Karachi,2022,13000,660.0,Automatic,37.2,2,Mid Range,Low,8580000.0
Suzuki Mehran,Rawalpindi,2008,100000,800.0,Manual,7.9,16,Budget,Low,80000000.0
Honda Civic,Bahawalpur,2008,173000,1800.0,Automatic,21.8,16,Mid Range,Medium,311400000.0
Toyota Vitz,Lahore,2004,200,1000.0,Automatic,19.5,20,Budget,Low,200000.0
Changan Alsvin,Karachi,2023,30500,1500.0,Automatic,40.0,1,Mid Range,Low,45750000.0
Toyota Corolla,Islamabad,2012,194000,1600.0,Manual,30.0,12,Mid Range,Medium,310400000.0
Daihatsu Hijet,Karachi,2012,182000,660.0,Automatic,16.0,12,Budget,Medium,120120000.0
Toyota Corolla,D.G.Khan,2014,100000,1300.0,Manual,31.5,10,Mid Range,Low,130000000.0
Suzuki Cultus,Karachi,2013,64000,1000.0,Manual,13.2,11,Budget,Low,64000000.0
Honda City,Lahore,2019,114000,1300.0,Manual,36.0,5,Mid Range,Medium,148200000.0
Toyota Corolla,Karachi,2014,200000,1600.0,Automatic,33.0,10,Mid Range,Medium,320000000.0
Suzuki Mehran,Lahore,2011,1234,800.0,Manual,8.4,13,Budget,Low,987200.0
Honda City,Sahiwal,2010,123456,1300.0,Manual,24.5,14,Mid Range,Medium,160492800.0
Daihatsu Mira,Sukkur,2018,96500,660.0,Automatic,27.5,6,Mid Range,Low,63690000.0
Toyota Corolla,Rawalpindi,2015,137000,1300.0,Manual,34.0,9,Mid Range,Medium,178100000.0
Suzuki Mehran,Lahore,2005,98000,800.0,Manual,5.9,19,Budget,Low,78400000.0
KIA Picanto,Lahore,2020,47000,1000.0,Automatic,29.0,4,Mid Range,Low,47000000.0
Toyota Vitz,Malakand Agency,2003,6000,1000.0,Automatic,10.2,21,Budget,Low,6000000.0
Honda Civic,Lahore,2014,131321,1800.0,Automatic,39.2,10,Mid Range,Medium,236377800.0
Suzuki Mehran,Karachi,2019,38000,796.0,Manual,15.0,5,Budget,Low,30248000.0
Toyota Corolla,Multan,2016,90000,1300.0,Manual,37.5,8,Mid Range,Low,117000000.0
Honda City,Lahore,2005,180000,1300.0,Manual,14.5,19,Budget,Medium,234000000.0
Toyota Vitz,Lahore,2011,110000,1000.0,Automatic,27.5,13,Mid Range,Medium,110000000.0
Toyota Vitz,Swabi,2007,162000,1300.0,Automatic,25.0,17,Mid Range,Medium,210600000.0
Suzuki Mehran,Karachi,2006,107000,800.0,Manual,6.3,18,Budget,Medium,85600000.0
Toyota Corolla,Pindi gheb,2022,30000,1800.0,Automatic,69.5,2,Luxury,Low,54000000.0
Toyota Vitz,Islamabad,2006,200000,1000.0,Manual,21.0,18,Mid Range,Medium,200000000.0
Toyota Corolla,Karachi,2016,52000,1800.0,Automatic,41.0,8,Premium,Low,93600000.0
Suzuki Mehran,Rawalpindi,2015,56000,796.0,Manual,11.7,9,Budget,Low,44576000.0
Suzuki Cultus,Karachi,2012,85000,1000.0,Manual,11.8,12,Budget,Low,85000000.0
Suzuki Mehran,Karachi,2000,100000,800.0,Manual,4.2,24,Budget,Low,80000000.0
Suzuki Mehran,Jhang,2011,100000,800.0,Manual,7.5,13,Budget,Low,80000000.0
Honda Fit,Lahore,2018,95000,1500.0,Automatic,34.5,6,Mid Range,Low,142500000.0
Honda Civic,Lahore,1998,123456,1600.0,Automatic,9.0,26,Budget,Medium,197529600.0
Toyota Corolla,Mirpur A.K.,2012,164,1600.0,Manual,32.5,12,Mid Range,Low,262400.0
Mitsubishi Pajero,Peshawar,1997,123456,1100.0,Automatic,14.5,27,Budget,Medium,135801600.0
Toyota Corolla,Lahore,2007,90000,1500.0,Automatic,33.0,17,Mid Range,Low,135000000.0
Toyota Raize,Islamabad,2020,49700,1000.0,Automatic,60.0,4,Premium,Low,49700000.0
Toyota Passo,Islamabad,2016,99000,1000.0,Automatic,31.5,8,Mid Range,Low,99000000.0
Suzuki Swift,Rawalpindi,2011,133000,1300.0,Manual,17.0,13,Budget,Medium,172900000.0
Honda City,Multan,2018,93000,1300.0,Manual,32.0,6,Mid Range,Low,120900000.0
Suzuki Mehran,Karachi,2006,12345,800.0,Manual,4.5,18,Budget,Low,9876000.0
Honda City,Multan,2018,93000,1300.0,Manual,32.0,6,Mid Range,Low,120900000.0
Suzuki Mehran,Karachi,2006,12345,800.0,Manual,4.5,18,Budget,Low,9876000.0
Toyota Corolla,Lahore,2019,77000,1300.0,Automatic,46.0,5,Premium,Low,100100000.0
Honda Civic,Karachi,2006,140013,1800.0,Automatic,21.0,18,Mid Range,Medium,252023400.0
Suzuki Cultus,Peshawar,2008,100000,1000.0,Manual,11.1,16,Budget,Low,100000000.0
Honda City,Multan,2017,125000,1300.0,Manual,30.0,7,Mid Range,Medium,162500000.0
Toyota Corolla,Gujranwala,2014,102000,1300.0,Manual,32.8,10,Mid Range,Medium,132600000.0
Suzuki Alto,Multan,2011,170000,1000.0,Manual,11.2,13,Budget,Medium,170000000.0
Suzuki Baleno,Karachi,2004,200000,1300.0,Manual,8.5,20,Budget,Medium,260000000.0
Toyota Yaris,Gujranwala,2021,71000,1000.0,Automatic,46.0,3,Premium,Low,71000000.0
Suzuki Mehran,Islamabad,2017,12345,796.0,Manual,14.9,7,Budget,Low,9826620.0
KIA Pride,Faisalabad,1996,100000,1100.0,Manual,3.6,28,Budget,Low,110000000.0
Suzuki Cultus,Attock,2015,82000,1000.0,Manual,16.0,9,Budget,Low,82000000.0
Suzuki Mehran,Islamabad,2013,900,800.0,Manual,11.5,11,Budget,Low,720000.0
Toyota Aqua,Islamabad,2018,67000,1500.0,Automatic,51.2,6,Premium,Low,100500000.0
Suzuki Cultus,Rawalpindi,2005,123456,1000.0,Manual,9.5,19,Budget,Medium,123456000.0
Suzuki Mehran,Islamabad,2014,94000,800.0,Manual,11.8,10,Budget,Low,75200000.0
Toyota Yaris,Karachi,2021,47000,1000.0,Automatic,48.8,3,Premium,Low,47000000.0
Suzuki Alto,Karachi,2010,120000,1000.0,Manual,9.0,14,Budget,Medium,120000000.0
Toyota Corolla,Lahore,2007,230000,1500.0,Automatic,32.5,17,Mid Range,High,345000000.0
Suzuki Bolan,Vehari,2017,16000,800.0,Manual,13.6,7,Budget,Low,12800000.0
Suzuki Bolan,Vehari,2017,16000,800.0,Manual,13.6,7,Budget,Low,12800000.0
Hyundai Excel,Islamabad,1993,111111,1500.0,Manual,3.9,31,Budget,Medium,166666500.0
KIA Classic,Hyderabad,2000,123456,1300.0,Manual,4.0,24,Budget,Medium,160492800.0
Prince Pearl,Lahore,2021,25000,800.0,Manual,11.5,3,Budget,Low,20000000.0
Toyota Passo,Karachi,2021,34600,1000.0,Automatic,40.9,3,Premium,Low,34600000.0
Nissan Kix,Karachi,2011,110000,660.0,Automatic,19.0,13,Budget,Medium,72600000.0
Honda Civic,Karachi,2005,180700,1500.0,Manual,13.2,19,Budget,Medium,271050000.0
Nissan Sunny,Karachi,1993,184000,1300.0,Manual,5.8,31,Budget,Medium,239200000.0
Suzuki Cultus,Peshawar,2013,150000,1000.0,Manual,14.9,11,Budget,Medium,150000000.0
Toyota Corolla,Chakwal,2019,64234,1300.0,Manual,45.0,5,Premium,Low,83504200.0
Honda City,Faisalabad,2016,112000,1500.0,Manual,28.5,8,Mid Range,Medium,168000000.0
Suzuki Bolan,Lahore,2012,80000,800.0,Manual,8.0,12,Budget,Low,64000000.0
Suzuki Bolan,Chichawatni,2019,66000,800.0,Manual,15.5,5,Budget,Low,52800000.0
Toyota Corolla,Muzaffar Gargh,2018,70000,1300.0,Manual,43.5,6,Premium,Low,91000000.0
Toyota Aqua,Peshawar,2017,100000,1500.0,Automatic,51.0,7,Premium,Low,150000000.0
Suzuki Wagon,Peshawar,2020,19000,660.0,Automatic,39.5,4,Mid Range,Low,12540000.0
Daihatsu Hijet,Peshawar,2011,140000,660.0,Automatic,16.0,13,Budget,Medium,92400000.0
Toyota Prius,Karachi,2007,117591,1500.0,Automatic,26.5,17,Mid Range,Medium,176386500.0
Toyota Passo,Karachi,2007,118000,1000.0,Automatic,18.0,17,Budget,Medium,118000000.0
Toyota Corolla,Hafizabad,2012,150000,1300.0,Manual,24.5,12,Mid Range,Medium,195000000.0
Toyota Corolla,Lahore,2008,174000,2000.0,Manual,31.9,16,Mid Range,Medium,348000000.0
Mazda RX8,Islamabad,2004,40000,1300.0,Manual,38.0,20,Mid Range,Low,52000000.0
Mazda RX8,Islamabad,2004,40000,1300.0,Manual,38.0,20,Mid Range,Low,52000000.0
Toyota Corolla,Karachi,2016,231000,1300.0,Manual,30.0,8,Mid Range,High,300300000.0
Toyota Corolla,Karachi,2015,163094,1500.0,Automatic,45.0,9,Premium,Medium,244641000.0
Toyota Corolla,Gujrat,2019,66000,1300.0,Automatic,49.8,5,Premium,Low,85800000.0
Honda Vezel,Lahore,2014,73000,1500.0,Automatic,43.0,10,Premium,Low,109500000.0
Honda Civic,Hyderabad,2000,200000,1600.0,Automatic,13.0,24,Budget,Medium,320000000.0
Suzuki Wagon,Rawalpindi,2022,80000,1000.0,Manual,29.5,2,Mid Range,Low,80000000.0
Suzuki Liana,Rawalpindi,2008,6000,1300.0,Manual,14.5,16,Budget,Low,7800000.0
Honda Airwave,Multan,2006,120000,1500.0,Automatic,24.0,18,Mid Range,Medium,180000000.0
KIA Picanto,Karachi,2022,35723,1000.0,Manual,25.0,2,Mid Range,Low,35723000.0
Toyota Corolla,Islamabad,1994,86000,1500.0,Automatic,29.0,30,Mid Range,Low,129000000.0
KIA Stonic,Gujranwala,2021,55000,1400.0,Automatic,36.5,3,Mid Range,Low,77000000.0
Toyota Corolla,Karachi,2014,95000,1500.0,Automatic,41.5,10,Premium,Low,142500000.0
Honda Vezel,Peshawar,2019,42000,1500.0,Automatic,83.5,5,Luxury,Low,63000000.0
Honda N,Lahore,2020,36000,660.0,Automatic,37.8,4,Mid Range,Low,23760000.0
Nissan Roox,Lahore,2021,46000,660.0,Automatic,37.5,3,Mid Range,Low,30360000.0
Suzuki Mehran,Rawalpindi,2009,25000,800.0,Manual,9.3,15,Budget,Low,20000000.0
Suzuki Mehran,Rawalpindi,2009,25000,800.0,Manual,9.3,15,Budget,Low,20000000.0
Suzuki APV,Lahore,2007,173000,1600.0,Manual,21.5,17,Mid Range,Medium,276800000.0
Suzuki APV,Lahore,2006,62000,1600.0,Manual,30.0,18,Mid Range,Low,99200000.0
Toyota Prius,Peshawar,2011,170000,1800.0,Automatic,39.8,13,Mid Range,Medium,306000000.0
Toyota Vitz,Islamabad,2000,100000,1000.0,Automatic,14.0,24,Budget,Low,100000000.0
Honda City,Islamabad,2021,44000,1500.0,Automatic,46.5,3,Premium,Low,66000000.0
Daihatsu Hijet,Karachi,2011,91862,660.0,Automatic,13.0,13,Budget,Low,60628920.0
Toyota Corolla,Islamabad,2012,150000,1300.0,Manual,28.8,12,Mid Range,Medium,195000000.0
Changan Alsvin,Peshawar,2024,1545,1500.0,Automatic,45.0,0,Premium,Low,2317500.0
Suzuki Swift,Islamabad,2014,182000,1300.0,Manual,22.8,10,Mid Range,Medium,236600000.0
Suzuki Alto,Lahore,2008,120000,660.0,Automatic,16.0,16,Budget,Medium,79200000.0
Suzuki Khyber,Karachi,2000,50000,1000.0,Manual,4.2,24,Budget,Low,50000000.0
Honda Civic,Karachi,2014,81000,1800.0,Manual,29.9,10,Mid Range,Low,145800000.0
Toyota Corolla,Faisalabad,2017,113000,1300.0,Manual,30.5,7,Mid Range,Medium,146900000.0
Honda Civic,Islamabad,2016,82000,1800.0,Automatic,50.5,8,Premium,Low,147600000.0
Suzuki Swift,Karachi,2022,34000,1200.0,Automatic,44.8,2,Premium,Low,40800000.0
Honda Civic,Karachi,1997,95000,1600.0,Manual,9.5,27,Budget,Low,152000000.0
Toyota Corolla,Sialkot,2023,6400,1600.0,Automatic,65.0,1,Luxury,Low,10240000.0
Toyota Corolla,Sialkot,2023,6400,1600.0,Automatic,65.0,1,Luxury,Low,10240000.0
Suzuki Alto,Lahore,2021,15000,660.0,Automatic,36.5,3,Mid Range,Low,9900000.0
Toyota Corolla,Mardan,2019,62000,1300.0,Automatic,51.0,5,Premium,Low,80600000.0
Honda Civic,Rawalpindi,2016,105000,1800.0,Automatic,45.5,8,Premium,Medium,189000000.0
Toyota Belta,Karachi,2009,160000,1000.0,Automatic,22.5,15,Mid Range,Medium,160000000.0
Toyota Vitz,Bannu,2006,99000,1300.0,Automatic,17.5,18,Budget,Low,128700000.0
Toyota Belta,Islamabad,2007,192000,1000.0,Automatic,27.0,17,Mid Range,Medium,192000000.0
Honda Civic,Lahore,2005,200000,1500.0,Manual,16.0,19,Budget,Medium,300000000.0
Honda City,Lahore,2006,195000,1500.0,Automatic,16.8,18,Budget,Medium,292500000.0
Suzuki Bolan,Pattoki,2021,63000,800.0,Manual,15.5,3,Budget,Low,50400000.0
Honda N,Peshawar,2015,100000,660.0,Automatic,25.7,9,Mid Range,Low,66000000.0
Toyota Corolla,Chakwal,2021,69000,1600.0,Automatic,57.5,3,Premium,Low,110400000.0
Toyota Corolla,Rahim Yar Khan,2016,76000,1300.0,Manual,36.0,8,Mid Range,Low,98800000.0
Suzuki Wagon,Sialkot,2019,42000,660.0,Automatic,30.0,5,Mid Range,Low,27720000.0
Toyota Vitz,Khyber,2004,10,1000.0,Automatic,21.0,20,Mid Range,Low,10000.0
Daihatsu Mira,Multan,2000,150000,800.0,Manual,6.5,24,Budget,Medium,120000000.0
Suzuki Mehran,Lahore,2017,59000,800.0,Manual,12.0,7,Budget,Low,47200000.0
Daihatsu Cast,Lahore,2016,67000,660.0,Automatic,25.7,8,Mid Range,Low,44220000.0
Honda Civic,Lahore,2002,200000,1500.0,Automatic,13.8,22,Budget,Medium,300000000.0
Changan Alsvin,Islamabad,2021,46000,1500.0,Automatic,38.5,3,Mid Range,Low,69000000.0
Suzuki Carry,Pattoki,2021,63000,800.0,Manual,15.5,3,Budget,Low,50400000.0
Suzuki Carry,Pattoki,2021,63000,800.0,Manual,15.5,3,Budget,Low,50400000.0
Toyota Corolla,Karachi,2019,61152,1800.0,Automatic,55.0,5,Premium,Low,110073600.0
Toyota Corolla,Bahawalpur,2016,125000,1300.0,Automatic,42.5,8,Premium,Medium,162500000.0
Toyota Passo,Lahore,2011,123000,1000.0,Automatic,21.3,13,Mid Range,Medium,123000000.0
